gid,population_c,building_c,geometry,학교,교통_소,주택,대형마트,백화점,교통_대,동일업체,경쟁업체
라바0224,42.0,27.0,"POLYGON ((127.52230779566064 36.413514015700166, 127.52231037410318 36.42252932811295, 127.53346555972199 36.42252672275395, 127.53346169205882 36.41351141119388, 127.52230779566064 36.413514015700166))",0,0,0,0,0,0,0,0
다바9715,101.0,58.0,"POLYGON ((127.46657303966968 36.332372993428855, 127.46656918744513 36.34138842771814, 127.47771279067884 36.34139102540969, 127.47771535882896 36.332375590269464, 127.46657303966968 36.332372993428855))",1,0,0,0,0,0,0,0
다바8305,73.0,49.0,"POLYGON ((127.31079876870297 36.242072954534166, 127.31077703642168 36.25108847751838, 127.32190774898689 36.2511055660533, 127.32192820292138 36.24209003746545, 127.31079876870297 36.242072954534166))",0,0,0,0,0,0,0,0
다바8602,16.0,10.0,"POLYGON ((127.34424074204675 36.215074399311725, 127.34422286865899 36.22408997895613, 127.35534977341963 36.22410394676732, 127.35536637015193 36.215088362541216, 127.34424074204675 36.215074399311725))",0,0,0,0,0,0,0,0
라바0019,109.0,72.0,"POLYGON ((127.50000000000001 36.368439329235024, 127.50000000000001 36.377454710524184, 127.51114874695695 36.37745419030462, 127.51114746059716 36.36843880918581, 127.50000000000001 36.368439329235024))",0,0,0,0,0,0,0,0
다바8519,6497.0,328.0,"POLYGON ((127.33278841110395 36.36832231851669, 127.33276911585308 36.37733766147762, 127.34391780277127 36.37735274775919, 127.34393581168975 36.3683373998582, 127.33278841110395 36.36832231851669))",1,0,3,0,0,0,0,2
다바9405,6.0,3.0,"POLYGON ((127.43322295115622 36.2422039240627, 127.433215280874 36.251219490008346, 127.44434606218681 36.25122518622385, 127.44435245409105 36.24220961841031, 127.43322295115622 36.2422039240627))",0,0,0,0,0,0,0,0
다바8909,199.0,85.0,"POLYGON ((127.3775192128663 36.278222046650164, 127.37750512570621 36.2872375436642, 127.3886410034473 36.287248432505926, 127.38865380996556 36.27823293192269, 127.3775192128663 36.278222046650164))",0,0,0,0,0,0,0,0
다바8503,15.0,13.0,"POLYGON ((127.33309597184173 36.22407497650358, 127.33307681329131 36.23309053760442, 127.34420498732781 36.23310554497917, 127.34422286865899 36.22408997895613, 127.33309597184173 36.22407497650358))",0,0,0,0,0,0,0,0
다바9123,96.0,76.0,"POLYGON ((127.39962658349648 36.40445859341681, 127.3996149856908 36.41347390634245, 127.41076886318514 36.41348276164801, 127.41077917235165 36.40446744582381, 127.39962658349648 36.40445859341681))",0,0,0,0,0,0,0,0
다바9619,0.0,1.0,"POLYGON ((127.4554101633268 36.36843100844932, 127.45540501789024 36.37744638701291, 127.46655376141639 36.377450028548644, 127.46655762049473 36.36843464879262, 127.4554101633268 36.36843100844932))",0,0,0,0,0,0,0,0
다바8709,13.0,14.0,"POLYGON ((127.35525003801173 36.27819716605042, 127.35523338957672 36.287212654906284, 127.36636925422627 36.287225617797, 127.3663846220254 36.278210124692094, 127.35525003801173 36.27819716605042))",0,0,0,0,0,0,0,0
다바9709,3553.0,341.0,"POLYGON ((127.46659611710284 36.27828010150828, 127.46659227513558 36.2872956175581, 127.47772818247505 36.28729821014675, 127.477730743787 36.278282693247114, 127.46659611710284 36.27828010150828))",1,0,3,0,0,0,0,0
라바0323,12.0,7.0,"POLYGON ((127.53345782611419 36.404496085992, 127.53346169205882 36.41351141119388, 127.54461558673849 36.41350776488567, 127.54461043214684 36.40449244087732, 127.53345782611419 36.404496085992))",0,0,0,0,0,0,0,0
라바0020,6.0,4.0,"POLYGON ((127.50000000000001 36.377454710524184, 127.50000000000001 36.386470078177105, 127.51115003388855 36.38646955778715, 127.51114874695695 36.37745419030462, 127.50000000000001 36.377454710524184))",0,0,0,0,0,0,0,0
다바8104,12.0,3.0,"POLYGON ((127.28856420796816 36.23302015834841, 127.28853992979687 36.242035682736876, 127.29966934413882 36.24205483629033, 127.29969234454028 36.23303930562043, 127.28856420796816 36.23302015834841))",0,0,0,0,0,0,0,0
다바8502,223.0,57.0,"POLYGON ((127.33311512188136 36.21505940178026, 127.33309597184173 36.22407497650358, 127.34422286865899 36.22408997895613, 127.34424074204675 36.215074399311725, 127.33311512188136 36.21505940178026))",0,0,0,0,0,0,0,0
다바9505,55.0,27.0,"POLYGON ((127.44435245409105 36.24220961841031, 127.44434606218681 36.25122518622385, 127.45547684634045 36.25122984676507, 127.45548195986538 36.242214277423244, 127.44435245409105 36.24220961841031))",0,0,0,0,0,0,0,0
다바9605,31.0,29.0,"POLYGON ((127.45548195986538 36.242214277423244, 127.45547684634045 36.25122984676507, 127.46660763276675 36.25123347163124, 127.46661146791136 36.242217901100744, 127.45548195986538 36.242214277423244))",0,0,0,0,0,0,0,0
다바8505,150.0,95.0,"POLYGON ((127.33305764622624 36.242106085081424, 127.33303847064262 36.25112161893331, 127.34416920082074 36.2511366361558, 127.34418709804959 36.24212109737949, 127.33305764622624 36.242106085081424))",2,0,0,0,0,0,0,0
다바9710,0.0,1.0,"POLYGON ((127.46659227513558 36.2872956175581, 127.46658843146072 36.296311119984445, 127.4777256200247 36.2963137134231, 127.47772818247505 36.28729821014675, 127.46659227513558 36.2872956175581))",0,0,0,0,0,0,0,0
다바9011,2027.0,407.0,"POLYGON ((127.38862819123707 36.29626391946219, 127.38861537333224 36.30527939279017, 127.39975381976204 36.30528925106543, 127.39976535588376 36.29627377450671, 127.38862819123707 36.29626391946219))",0,0,1,0,0,0,0,0
다바9313,8512.0,2009.0,"POLYGON ((127.4220217508975 36.31432132286018, 127.42201277037083 36.323336777603565, 127.43315379576192 36.323343527170536, 127.43316149335956 36.31432807021564, 127.4220217508975 36.31432132286018))",6,0,6,0,0,0,1,0
다바8302,31.0,21.0,"POLYGON ((127.31086390763852 36.21502630382131, 127.310842204307 36.224041867684306, 127.32196908353528 36.2240589394121, 127.32198951022292 36.21504336994926, 127.31086390763852 36.21502630382131))",0,0,0,0,0,0,0,0
다바9107,46.0,51.0,"POLYGON ((127.39981144914275 36.26021173200945, 127.39979993350754 36.269227263070476, 127.41093326133878 36.269236072078094, 127.41094349746483 36.26022053812902, 127.39981144914275 36.26021173200945))",1,0,0,0,0,0,0,0
다바9201,126.0,39.0,"POLYGON ((127.41100481879838 36.206127048426985, 127.41099460992565 36.21514266408587, 127.42212027376011 36.21515042146194, 127.42212920652825 36.20613480325822, 127.41100481879838 36.206127048426985))",0,0,0,0,0,0,0,0
다바8114,0.0,15.0,"POLYGON ((127.28832094011312 36.32317478870724, 127.28829655382009 36.33219017673232, 127.29943877713649 36.33220939317829, 127.29946187996926 36.32319399885756, 127.28832094011312 36.32317478870724))",0,0,0,0,0,0,0,0
다바9220,1187.0,190.0,"POLYGON ((127.41081007237567 36.37742141650068, 127.41079977694484 36.38643677324884, 127.42194979481566 36.38644457908622, 127.42195880332221 36.37742921978227, 127.41081007237567 36.37742141650068))",0,0,1,0,0,0,0,0
다바9616,243.0,48.0,"POLYGON ((127.45542558592373 36.34138479095052, 127.45542044734252 36.35040021041682, 127.46656533350833 36.35040384837606, 127.46656918744513 36.34138842771814, 127.45542558592373 36.34138479095052))",1,0,0,0,0,0,0,0
다바9806,145.0,83.0,"POLYGON ((127.47773842089755 36.251236060821775, 127.47773586299772 36.260251618583304, 127.48886793121467 36.26025317260734, 127.48886921016471 36.25123761433627, 127.47773842089755 36.251236060821775))",0,0,0,0,0,0,0,0
다바9921,0.0,3.0,"POLYGON ((127.48884996611146 36.38646955778715, 127.48884867860781 36.395484911632124, 127.50000000000001 36.39548543219249, 127.50000000000001 36.386470078177105, 127.48884996611146 36.38646955778715))",0,0,0,0,0,0,0,0
다바8416,3813.0,312.0,"POLYGON ((127.32170270897885 36.34126010219152, 127.32168215482052 36.35027548080223, 127.33282697589061 36.350291591665275, 127.33284624543423 36.34127620777741, 127.32170270897885 36.34126010219152))",2,0,3,0,0,0,0,1
다바9106,0.0,6.0,"POLYGON ((127.39982295966217 36.25119618732616, 127.39981144914275 36.26021173200945, 127.41094349746483 36.26022053812902, 127.4109537290435 36.25120499055833, 127.39982295966217 36.25119618732616))",0,0,0,0,0,0,0,0
다바8919,3089.0,58.0,"POLYGON ((127.3773780591699 36.36837640338246, 127.37736390926953 36.37739176405951, 127.38851262477753 36.37740268863779, 127.38852548833242 36.368387324383434, 127.3773780591699 36.36837640338246))",0,0,2,0,1,0,0,1
다바8105,67.0,8.0,"POLYGON ((127.28853992979687 36.242035682736876, 127.28851564083548 36.25105119349498, 127.29964633351517 36.25107035333129, 127.29966934413882 36.24205483629033, 127.28853992979687 36.242035682736876))",0,0,0,0,0,0,0,0
다바8713,13.0,30.0,"POLYGON ((127.35518339986086 36.31425903969085, 127.35516672180741 36.323274474020316, 127.36630771469505 36.323287453916834, 127.36632310983428 36.31427201533448, 127.35518339986086 36.31425903969085))",0,0,0,0,0,0,0,0
다바8421,7220.0,268.0,"POLYGON ((127.32159984678371 36.38633685880994, 127.3215792469028 36.39535216919653, 127.33273049961669 36.39536830646333, 127.3327498120253 36.38635299079359, 127.32159984678371 36.38633685880994))",2,0,4,0,0,0,0,0
라바0222,27.0,13.0,"POLYGON ((127.52230264221208 36.395483349951085, 127.52230521836377 36.40449868964577, 127.53345782611419 36.404496085992, 127.53345396188729 36.39548074714964, 127.52230264221208 36.395483349951085))",0,0,0,0,0,0,0,0
다바9521,0.0,5.0,"POLYGON ((127.44424984199854 36.38645706843264, 127.44424340448549 36.39547241818738, 127.45539472015446 36.3954771032282, 127.45539987016646 36.386461751939635, 127.44424984199854 36.38645706843264))",0,0,0,0,0,0,0,0
다바9216,8109.0,1815.0,"POLYGON ((127.41085120837595 36.34135985313402, 127.41084093123015 36.350375264429175, 127.42198580483358 36.350383060046845, 127.42199479734069 36.34136764619821, 127.41085120837595 36.34135985313402))",2,0,13,0,0,0,0,0
다바9105,73.0,75.0,"POLYGON ((127.39983446506811 36.24218062902192, 127.39982295966217 36.25119618732616, 127.4109537290435 36.25120499055833, 127.41096395607688 36.242189429367336, 127.39983446506811 36.24218062902192))",0,0,0,0,0,0,0,0
다바7808,0.0,1.0,"POLYGON ((127.2550673444468 36.26901843895586, 127.25503918298762 36.27803388791456, 127.26617367995453 36.27805617659413, 127.26620056138633 36.26904072032883, 127.2550673444468 36.26901843895586))",0,0,0,0,0,0,0,0
다바8509,13.0,13.0,"POLYGON ((127.3329808927419 36.27816813872479, 127.33296168304544 36.28718361806281, 127.3440975323267 36.28719865499412, 127.34411546139427 36.27818317072723, 127.3329808927419 36.27816813872479))",0,0,0,0,0,0,0,0
다바7709,41.0,25.0,"POLYGON ((127.24390469853712 36.278010562579915, 127.24387524397093 36.28702599025002, 127.25501100901202 36.287049323232836, 127.25503918298762 36.27803388791456, 127.24390469853712 36.278010562579915))",0,0,0,0,0,0,0,0
다바8117,0.0,33.0,"POLYGON ((127.28824774871129 36.35022091185029, 127.28822332988562 36.35923625894054, 127.29936940700665 36.35925549428208, 127.29939254065988 36.35024014089187, 127.28824774871129 36.35022091185029))",0,0,0,0,0,0,0,0
다바9412,8282.0,2606.0,"POLYGON ((127.43316918753736 36.30531259963229, 127.43316149335956 36.31432807021564, 127.4443012392415 36.31433377951827, 127.44430765105872 36.30531830706406, 127.43316918753736 36.30531259963229))",3,0,5,0,0,0,0,0
다바9300,0.0,2.0,"POLYGON ((127.42213813532824 36.19711917144143, 127.42212920652825 36.20613480325822, 127.43325359822626 36.206141524114514, 127.43326125148674 36.19712589009268, 127.42213813532824 36.19711917144143))",0,0,0,0,0,0,0,0
다바8007,9.0,6.0,"POLYGON ((127.27735938029346 36.26004648851501, 127.27733379026793 36.269061965382946, 127.28846703052295 36.26908217411477, 127.28849134107915 36.26006669062139, 127.27735938029346 36.26004648851501))",0,0,0,0,0,0,0,0
다바9623,70.0,47.0,"POLYGON ((127.45538956785317 36.40449244087732, 127.45538441326153 36.41350776488567, 127.46653830794119 36.41351141119388, 127.46654217388584 36.404496085992, 127.45538956785317 36.40449244087732))",0,0,0,0,0,0,0,0
다바8323,70.0,26.0,"POLYGON ((127.31040610626752 36.40435028194315, 127.31038419945534 36.41336555940437, 127.32153801966564 36.41338274902212, 127.32155863786481 36.40436746593435, 127.31040610626752 36.40435028194315))",0,0,0,0,0,0,0,0
다바9005,6.0,5.0,"POLYGON ((127.3887049791705 36.24217079334651, 127.38869219539431 36.251186348424405, 127.39982295966217 36.25119618732616, 127.39983446506811 36.24218062902192, 127.3887049791705 36.24217079334651))",0,0,0,0,0,0,0,0
다바8404,63.0,36.0,"POLYGON ((127.32194864776949 36.23307449525129, 127.32192820292138 36.24209003746545, 127.33305764622624 36.242106085081424, 127.33307681329131 36.23309053760442, 127.32194864776949 36.23307449525129))",0,0,0,0,0,0,0,0
다바7809,140.0,73.0,"POLYGON ((127.25503918298762 36.27803388791456, 127.25501100901202 36.287049323232836, 127.26614678657522 36.287071619220676, 127.26617367995453 36.27805617659413, 127.25503918298762 36.27803388791456))",0,0,0,0,0,0,0,0
다바8116,1051.0,208.0,"POLYGON ((127.2882721566878 36.34120555111377, 127.28824774871129 36.35022091185029, 127.29939254065988 36.35024014089187, 127.29941566403491 36.34122477385684, 127.2882721566878 36.34120555111377))",0,0,1,0,0,0,0,1
다바9720,23.0,9.0,"POLYGON ((127.46655376141639 36.377450028548644, 127.46654990062264 36.386465394668086, 127.477699932795 36.386467996617405, 127.47770250665792 36.37745262964602, 127.46655376141639 36.377450028548644))",0,0,0,0,0,0,0,0
다마8499,124.0,4.0,"POLYGON ((127.32205073585816 36.18799657983206, 127.32203033638025 36.197012190157906, 127.33315339644375 36.19702821147153, 127.33317252097422 36.188012595888786, 127.32205073585816 36.18799657983206))",0,0,0,0,0,0,0,0
다바8419,6562.0,175.0,"POLYGON ((127.32164101909113 36.36830619709574, 127.32162043751177 36.377321534775916, 127.33276911585308 36.37733766147762, 127.33278841110395 36.36832231851669, 127.32164101909113 36.36830619709574))",2,0,3,0,0,0,0,0
다바8923,33.0,61.0,"POLYGON ((127.37732142181838 36.40443776423992, 127.37730724674174 36.41345307034547, 127.38846111335205 36.413464009241075, 127.38847399979453 36.404448699554976, 127.37732142181838 36.40443776423992))",0,0,0,0,0,0,0,0
다바8220,8797.0,195.0,"POLYGON ((127.29932310884699 36.377286160122736, 127.29929994433115 36.38630147257058, 127.31044989069498 36.38631968606801, 127.31047176831913 36.377304367656684, 127.29932310884699 36.377286160122736))",2,0,6,0,0,0,0,0
다바9410,10.0,13.0,"POLYGON ((127.43318456563956 36.28728161758547, 127.43317687829685 36.296297115421794, 127.44431406002732 36.29630282098312, 127.44432046614862 36.28728732127679, 127.43318456563956 36.28728161758547))",0,0,0,0,0,0,0,0
다바8604,84.0,48.0,"POLYGON ((127.34420498732781 36.23310554497917, 127.34418709804959 36.24212109737949, 127.35531655782361 36.2421350743572, 127.35533316931132 36.233119517373105, 127.34420498732781 36.23310554497917))",0,0,0,0,0,0,0,0
다바9031,160.0,105.0,"POLYGON ((127.38837074771217 36.47657079490211, 127.38835781536892 36.48558599538932, 127.39952201744616 36.485595918433674, 127.3995336565626 36.47658071470101, 127.38837074771217 36.47657079490211))",0,0,0,0,0,0,0,0
다바9202,88.0,44.0,"POLYGON ((127.41099460992565 36.21514266408587, 127.41098439651587 36.22415826612979, 127.42211133702205 36.22416602605126, 127.42212027376011 36.21515042146194, 127.41099460992565 36.21514266408587))",0,0,0,0,0,0,0,0
다바7908,96.0,54.0,"POLYGON ((127.26620056138633 36.26904072032883, 127.26617367995453 36.27805617659413, 127.27730818886893 36.27807742861503, 127.27733379026793 36.269061965382946, 127.26620056138633 36.26904072032883))",0,0,0,0,0,0,0,0
다바8927,327.0,204.0,"POLYGON ((127.37726468369269 36.44049890678011, 127.37725048339371 36.44951415829331, 127.38840951027171 36.449525111519286, 127.38842241964362 36.44050985642227, 127.37726468369269 36.44049890678011))",1,0,1,0,0,0,0,0
다바9126,7.0,148.0,"POLYGON ((127.39959177461033 36.431504491258714, 127.39958016133082 36.440519763246726, 127.41073790818068 36.44052862725187, 127.41074823110172 36.43151335236334, 127.39959177461033 36.431504491258714))",0,0,0,0,0,0,0,0
라바0117,28.0,19.0,"POLYGON ((127.51114488959193 36.3504080060446, 127.51114617480889 36.35942341443204, 127.52229234904652 36.35942185479542, 127.52228977861284 36.350406446918804, 127.51114488959193 36.3504080060446))",0,0,0,0,0,0,0,0
다바9818,26.0,17.0,"POLYGON ((127.47770765095349 36.35942185479542, 127.47770507937724 36.36843724903825, 127.48885253940286 36.36843880918581, 127.48885382519113 36.35942341443204, 127.47770765095349 36.35942185479542))",0,0,0,0,0,0,0,0
다바9519,0.0,8.0,"POLYGON ((127.44426270844504 36.368426328008944, 127.4442562766513 36.377441705039395, 127.45540501789024 36.37744638701291, 127.4554101633268 36.36843100844932, 127.44426270844504 36.368426328008944))",0,0,0,0,0,0,0,0
다바9115,16539.0,941.0,"POLYGON ((127.39971918062281 36.332335598963105, 127.39970762397725 36.34135102099844, 127.41085120837595 36.34135985313402, 127.41086148095567 36.3323444282054, 127.39971918062281 36.332335598963105))",2,0,14,0,0,0,0,0
다바9725,0.0,4.0,"POLYGON ((127.46653444027802 36.42252672275395, 127.46653057089553 36.43154202067095, 127.47768704630806 36.43154462688286, 127.47768962589683 36.42252932811295, 127.46653444027802 36.42252672275395))",0,0,0,0,0,0,0,0
다바9326,4324.0,573.0,"POLYGON ((127.42190469218008 36.43152117098846, 127.42189565961957 36.44053644843628, 127.43305341507386 36.440543226798674, 127.433061157272 36.43152794713279, 127.42190469218008 36.43152117098846))",0,0,7,0,0,0,1,0
다바8915,25657.0,2127.0,"POLYGON ((127.37743459593098 36.33231482429135, 127.37742047116103 36.34133023951894, 127.38856404471535 36.341341149792875, 127.38857688542443 36.33232573099122, 127.37743459593098 36.33231482429135))",4,0,9,0,0,0,0,1
다바9228,6266.0,66.0,"POLYGON ((127.41072758067057 36.44954388849259, 127.41071724856936 36.458559136084205, 127.42187758245048 36.45856696238893, 127.42188662304363 36.449551712236875, 127.41072758067057 36.44954388849259))",0,0,1,0,0,0,0,0
다바8322,975.0,169.0,"POLYGON ((127.31042800334592 36.395334990830605, 127.31040610626752 36.40435028194315, 127.32155863786481 36.40436746593435, 127.3215792469028 36.39535216919653, 127.31042800334592 36.395334990830605))",0,0,0,0,0,0,0,0
라바0221,0.0,1.0,"POLYGON ((127.52230006720501 36.386467996617405, 127.52230264221208 36.395483349951085, 127.53345396188729 36.39548074714964, 127.53345009937738 36.386465394668086, 127.52230006720501 36.386467996617405))",0,0,0,0,0,0,0,0
라바0017,36.0,14.0,"POLYGON ((127.50000000000001 36.35040852575323, 127.50000000000001 36.359423934310946, 127.51114617480889 36.35942341443204, 127.51114488959193 36.3504080060446, 127.50000000000001 36.35040852575323))",0,0,0,0,0,0,0,0
다바9014,17303.0,2617.0,"POLYGON ((127.38858972042851 36.323310298556, 127.38857688542443 36.33232573099122, 127.39971918062281 36.332335598963105, 127.3997307321339 36.323320163294945, 127.38858972042851 36.323310298556))",3,0,12,0,0,0,0,0
다바8316,562.0,208.0,"POLYGON ((127.31055918165552 36.341242957550406, 127.3105373428866 36.35025833054351, 127.32168215482052 36.35027548080223, 127.32170270897885 36.34126010219152, 127.31055918165552 36.341242957550406))",0,0,0,0,0,0,0,0
다바9617,1327.0,36.0,"POLYGON ((127.45542044734252 36.35040021041682, 127.4554153064772 36.35941561625018, 127.46656147785845 36.35941925540133, 127.46656533350833 36.35040384837606, 127.45542044734252 36.35040021041682))",0,0,1,0,0,0,0,0
다바8217,4081.0,207.0,"POLYGON ((127.29939254065988 36.35024014089187, 127.29936940700665 36.35925549428208, 127.31051549441052 36.359273689893136, 127.3105373428866 36.35025833054351, 127.29939254065988 36.35024014089187))",0,0,2,0,0,0,0,0
다바8931,0.0,0.0,"POLYGON ((127.37720784460852 36.47655983091979, 127.3771936190411 36.48557502781992, 127.38835781536892 36.48558599538932, 127.38837074771217 36.47657079490211, 127.37720784460852 36.47655983091979))",0,0,0,0,0,0,0,0
다바9018,14490.0,100.0,"POLYGON ((127.38853834617197 36.3593719464903, 127.38852548833242 36.368387324383434, 127.39967292321036 36.368397205294414, 127.39968449527336 36.35938182416542, 127.38853834617197 36.3593719464903))",2,0,4,0,0,0,0,0
다바9312,2994.0,1014.0,"POLYGON ((127.42203072743433 36.30530585448784, 127.4220217508975 36.31432132286018, 127.43316149335956 36.31432807021564, 127.43316918753736 36.30531259963229, 127.42203072743433 36.30530585448784))",3,0,5,0,0,0,0,0
다바9215,10065.0,1913.0,"POLYGON ((127.41086148095567 36.3323444282054, 127.41085120837595 36.34135985313402, 127.42199479734069 36.34136764619821, 127.42200378585251 36.33235221871668, 127.41086148095567 36.3323444282054))",4,0,9,0,0,0,0,2
다바9824,58.0,43.0,"POLYGON ((127.47769220433939 36.413514015700166, 127.47768962589683 36.42252932811295, 127.48884481266187 36.42253089132852, 127.48884610188327 36.413515578404095, 127.47769220433939 36.413514015700166))",0,0,0,0,0,0,0,0
다바8811,6525.0,515.0,"POLYGON ((127.3663538795968 36.296241097273246, 127.36633849813383 36.305256563119514, 127.3774769325996 36.305268496807614, 127.37749103228491 36.29625302705045, 127.3663538795968 36.296241097273246))",3,0,5,0,0,0,0,1
다바8512,10074.0,228.0,"POLYGON ((127.33292323803485 36.3052145358422, 127.33290400271297 36.31422997428092, 127.3440436972971 36.31424502600557, 127.34406165028174 36.305229582634624, 127.33292323803485 36.3052145358422))",4,0,3,0,0,0,0,0
다바7907,7.0,0.0,"POLYGON ((127.26622743087604 36.2600252504261, 127.26620056138633 36.26904072032883, 127.27733379026793 36.269061965382946, 127.27735938029346 36.26004648851501, 127.26622743087604 36.2600252504261))",0,0,0,0,0,0,0,0
다바8118,324.0,176.0,"POLYGON ((127.28822332988562 36.35923625894054, 127.28819890020587 36.368251592383224, 127.2993462630706 36.368270834026134, 127.29936940700665 36.35925549428208, 127.28822332988562 36.35923625894054))",0,0,0,0,0,0,0,0
다바9030,21.0,10.0,"POLYGON ((127.38838367430864 36.46755558076052, 127.38837074771217 36.47657079490211, 127.3995336565626 36.47658071470101, 127.3995452905069 36.46756549731469, 127.38838367430864 36.46755558076052))",0,0,0,0,0,0,0,0
다바8401,0.0,0.0,"POLYGON ((127.32200992783655 36.20602778686408, 127.32198951022292 36.21504336994926, 127.33311512188136 36.21505940178026, 127.3331342634141 36.206043813435805, 127.32200992783655 36.20602778686408))",0,0,0,0,0,0,0,0
다바9820,57.0,33.0,"POLYGON ((127.47770250665792 36.37745262964602, 127.477699932795 36.386467996617405, 127.48884996611146 36.38646955778715, 127.48885125304307 36.37745419030462, 127.47770250665792 36.37745262964602))",0,0,0,0,0,0,0,0
라바0018,131.0,64.0,"POLYGON ((127.50000000000001 36.359423934310946, 127.50000000000001 36.368439329235024, 127.51114746059716 36.36843880918581, 127.51114617480889 36.35942341443204, 127.50000000000001 36.359423934310946))",0,0,0,0,0,0,0,0
다바9006,119.0,107.0,"POLYGON ((127.38869219539431 36.251186348424405, 127.38867940593647 36.2602018898806, 127.39981144914275 36.26021173200945, 127.39982295966217 36.25119618732616, 127.38869219539431 36.251186348424405))",0,0,0,0,0,0,0,0
다바8506,443.0,182.0,"POLYGON ((127.33303847064262 36.25112161893331, 127.3330192865366 36.26013713915871, 127.34415129563767 36.26015216130672, 127.34416920082074 36.2511366361558, 127.33303847064262 36.25112161893331))",0,0,0,0,0,0,0,0
다바8718,10123.0,278.0,"POLYGON ((127.35509993542945 36.35933607497601, 127.35508322027701 36.368351441117824, 127.36623063629423 36.368364442293284, 127.36624606567877 36.359349071893746, 127.35509993542945 36.35933607497601))",0,0,2,0,0,0,0,1
다바9111,13.0,7.0,"POLYGON ((127.39976535588376 36.29627377450671, 127.39975381976204 36.30528925106543, 127.41089227131933 36.305298071631796, 127.4109025256556 36.2962825921824, 127.39976535588376 36.29627377450671))",0,0,0,0,0,0,0,0
다바8221,11852.0,342.0,"POLYGON ((127.29929994433115 36.38630147257058, 127.2992767695184 36.39531677136835, 127.31042800334592 36.395334990830605, 127.31044989069498 36.38631968606801, 127.29929994433115 36.38630147257058))",1,0,5,0,0,0,0,1
다바9722,41.0,28.0,"POLYGON ((127.46654603811272 36.39548074714964, 127.46654217388584 36.404496085992, 127.47769478163625 36.40449868964577, 127.47769735778793 36.395483349951085, 127.46654603811272 36.39548074714964))",0,0,0,0,0,0,0,0
다바9217,4186.0,1337.0,"POLYGON ((127.41084093123015 36.350375264429175, 127.41083064951624 36.35939066208955, 127.42197680832933 36.359398460261275, 127.42198580483358 36.350383060046845, 127.41084093123015 36.350375264429175))",2,0,1,0,0,0,1,1
다바8310,2652.0,77.0,"POLYGON ((127.3106900106658 36.28715043315261, 127.31066823004717 36.29616588797888, 127.32180534287347 36.29618300455102, 127.32182584230208 36.287167544114766, 127.3106900106658 36.28715043315261))",0,0,1,0,0,0,0,0
다바9224,34.0,118.0,"POLYGON ((127.41076886318514 36.41348276164801, 127.41075854943584 36.422498063828286, 127.42191372072702 36.42250587989469, 127.42192274526221 36.41349057515629, 127.41076886318514 36.41348276164801))",0,0,0,0,0,0,0,0
다바9321,630.0,103.0,"POLYGON ((127.42194979481566 36.38644457908622, 127.4219407823047 36.39545992475076, 127.43309209167813 36.395466692027924, 127.43309981669093 36.386451344147865, 127.42194979481566 36.38644457908622))",0,0,0,0,0,0,0,0
다바9416,13528.0,2494.0,"POLYGON ((127.43313839030075 36.34137440018972, 127.43313068243411 36.350389816251365, 127.44427556346078 36.35039553304167, 127.44428198668533 36.34138011510747, 127.43313839030075 36.34137440018972))",1,0,21,1,0,0,1,3
다바9920,0.0,5.0,"POLYGON ((127.48885125304307 36.37745419030462, 127.48884996611146 36.38646955778715, 127.50000000000001 36.386470078177105, 127.50000000000001 36.377454710524184, 127.48885125304307 36.37745419030462))",0,0,0,0,0,0,0,0
다바8622,0.0,19.0,"POLYGON ((127.34388176091534 36.395383402628404, 127.34386372797054 36.40439870959402, 127.35501628533382 36.40441276925742, 127.35503303022641 36.39539745768929, 127.34388176091534 36.395383402628404))",0,0,0,0,0,0,0,0
다바8813,15866.0,1857.0,"POLYGON ((127.36632310983428 36.31427201533448, 127.36630771469505 36.323287453916834, 127.37744871442548 36.32329939542938, 127.37746282664742 36.31428395293435, 127.36632310983428 36.31427201533448))",2,0,14,0,0,0,0,1
다바8517,16871.0,1408.0,"POLYGON ((127.33282697589061 36.350291591665275, 127.33280769778182 36.35930696191215, 127.34395381260673 36.359322038314716, 127.34397180552587 36.35030666313003, 127.33282697589061 36.350291591665275))",0,1,27,0,0,0,1,3
다바9113,20701.0,1625.0,"POLYGON ((127.39974227851286 36.314304713995284, 127.3997307321339 36.323320163294945, 127.41087174897142 36.3233289896446, 127.41088201242528 36.31431353745297, 127.39974227851286 36.314304713995284))",5,0,18,1,1,1,0,3
다바8616,7577.0,158.0,"POLYGON ((127.34398979045085 36.341291274305455, 127.34397180552587 36.35030666313003, 127.35511664315534 36.35032069519403, 127.35513334345804 36.34130530177322, 127.34398979045085 36.341291274305455))",2,0,4,0,0,0,0,0
다바8620,4739.0,117.0,"POLYGON ((127.34391780277127 36.37735274775919, 127.3438997858477 36.38636808201636, 127.35504976767889 36.38638213247579, 127.35506649769462 36.37736679361819, 127.34391780277127 36.37735274775919))",0,0,2,0,0,0,0,0
다바9426,323.0,304.0,"POLYGON ((127.433061157272 36.43152794713279, 127.43305341507386 36.440543226798674, 127.44421117396992 36.440548962337935, 127.4442176258041 36.43153368079525, 127.433061157272 36.43152794713279))",0,0,0,0,0,0,0,0
다바8814,12257.0,1682.0,"POLYGON ((127.36630771469505 36.323287453916834, 127.36629231271299 36.332302878865256, 127.37743459593098 36.33231482429135, 127.37744871442548 36.32329939542938, 127.36630771469505 36.323287453916834))",7,0,8,0,0,0,0,1
